Course,Topic,Term,Year,Sentence
"Unsupervised Learning
",Dimension Reduction,4,2,"But such an approach is open to criticism for being ad hoc and arbitrary — after all, how do we decide what is small?Sparse principal component analysis (SPCA), introduced by Zou et al"
"Unsupervised Learning
",Dimension Reduction,4,2,"(2006), offers a more principled approach to finding principal components with spar- sity, i"
"Unsupervised Learning
",Dimension Reduction,4,2,e
"Unsupervised Learning
",Dimension Reduction,4,2,", with many loadings typically shrunk to zero"
"Unsupervised Learning
",Dimension Reduction,4,2,SPCA could be based on PCA with L1 penalty similar to the lasso regression seen in supervised learning
"Unsupervised Learning
",Dimension Reduction,4,2,"(This is the SCoTLASS approach that precedes SPCA, devel- oped by Jolliffe et al"
"Unsupervised Learning
",Dimension Reduction,4,2,-2003
"Unsupervised Learning
",Dimension Reduction,4,2,") Instead, Zou et al"
"Unsupervised Learning
",Dimension Reduction,4,2,(2006) have built SPCA on the more general elastic net penalty which is a linear combination L1 (lasso) and L2 (ridge) penalties
"Unsupervised Learning
",Dimension Reduction,4,2,According to Hastie et al
"Unsupervised Learning
",Dimension Reduction,4,2,"(2009, p"
"Unsupervised Learning
",Dimension Reduction,4,2,"551), the function F(Θ,U) is not jointly convex in both Θ and U , which would impede the practical minimisation of F(Θ,U)"
"Unsupervised Learning
",Dimension Reduction,4,2,"However, both Θ 􏰞→ F(Θ,U∗) and U 􏰞→ F(Θ∗,U) are convex for fixed U∗ and Θ∗, respectively"
"Unsupervised Learning
",Dimension Reduction,4,2,"Hence, the minimisation of F(Θ,U) is done iteratively by alternatingly minimising Θ 􏰞→ F (Θ,U ∗) and U 􏰞→ F (Θ∗,U ), where U ∗ and Θ∗ are the respective previous minimisers, until convergence is reached"
"Unsupervised Learning
",Dimension Reduction,4,2,"(In fact, minimisation with respect to Θ can be obtained from singular value decomposition"
"Unsupervised Learning
",Dimension Reduction,4,2,)The classical PCA is inherently a linear method
"Unsupervised Learning
",Dimension Reduction,4,2,"However, many multivariate data sets encountered in practice exhibit non-linear relationships between the variables, which motivates the quest for non-linear extensions of PCA"
"Unsupervised Learning
",Dimension Reduction,4,2,"The first non-linear extension of PCA we study here is kernel principal com- ponent analysis, developed by Schölkopf et al"
"Unsupervised Learning
",Dimension Reduction,4,2,-1997
"Unsupervised Learning
",Dimension Reduction,4,2,"Kernel PCA builds on the idea that we can map the data x1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn ∈ Rd to a typically higher dimensional2 feature space Rp using a feature map f : Rd → Rp and then perform classical PCA on the transformed data f (x1),"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,", f (xn) in Rp"
"Unsupervised Learning
",Dimension Reduction,4,2,"However, since the feature mapf may require high dimensionality p to effectively linearise the non-linearities of the data, it is often desirable to avoid working directly with f (x1),"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,", f (xn)"
"Unsupervised Learning
",Dimension Reduction,4,2,"For- tunately, this is achievable using the so-called kernel trick, which is the basis of kernel learning methods"
"Unsupervised Learning
",Dimension Reduction,4,2,"To formulate kernel PCA, following Schölkopf et al"
"Unsupervised Learning
",Dimension Reduction,4,2,"(1997), consider first data x1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn andfeaturemap f suchthat n1 􏰑ni=1 f(xi)=0"
"Unsupervised Learning
",Dimension Reduction,4,2,(Removingthiscentred- ness assumption is not entirely trivial
"Unsupervised Learning
",Dimension Reduction,4,2,"vector c ∈ Rp would be an eigenvector of Σf , that is"
"Unsupervised Learning
",Dimension Reduction,4,2,Substituting (3
"Unsupervised Learning
",Dimension Reduction,4,2,2) and (3
"Unsupervised Learning
",Dimension Reduction,4,2,4) into (3
"Unsupervised Learning
",Dimension Reduction,4,2,"5), after some algebra, we find that (3"
"Unsupervised Learning
",Dimension Reduction,4,2,5) is equivalent to the equation which we seek to solve for α and positive λ > 0
"Unsupervised Learning
",Dimension Reduction,4,2,We note that if α solves theeigenvalue problem
"Unsupervised Learning
",Dimension Reduction,4,2,"Suppose now that c j ∈ Rp corresponds to the j -th kernel principal component (PC), representable via (3"
"Unsupervised Learning
",Dimension Reduction,4,2,"4) using vector α = (α1 ,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,", αn )"
"Unsupervised Learning
",Dimension Reduction,4,2,Then the projection of input x ∈ Rd onto this kernel PC is
"Unsupervised Learning
",Dimension Reduction,4,2,"The kernel trick stems from the observation that all the equations we need in order to perform kernel PCA, that is, (3"
"Unsupervised Learning
",Dimension Reduction,4,2,"7), (3"
"Unsupervised Learning
",Dimension Reduction,4,2,8) and (3
"Unsupervised Learning
",Dimension Reduction,4,2,"9), only depend on the feature map f through scalar products of the form f (x)T f (y)"
"Unsupervised Learning
",Dimension Reduction,4,2,This makes it possible to avoid working directly with the feature map by specifying f implicitly4 using a kernel function k
"Unsupervised Learning
",Dimension Reduction,4,2,"The advantage of the kernel trick is that we do not have to work in the potentially high-dimensional feature space Rp , involving a p × p matrix"
"Unsupervised Learning
",Dimension Reduction,4,2,"However, this ad- vantage is diminished if the number of samples, n, is very large since we need to deal with the n × n Gram matrix K under the kernel trick"
"Unsupervised Learning
",Dimension Reduction,4,2,"In practice, we use standard kernels, such as"
"Unsupervised Learning
",Dimension Reduction,4,2,Kernel PCA is useful for low-dimensional feature construction (e
"Unsupervised Learning
",Dimension Reduction,4,2,g
"Unsupervised Learning
",Dimension Reduction,4,2,", for classification), but one cannot reconstruct the original data from the kernel PCs"
"Unsupervised Learning
",Dimension Reduction,4,2,"The first obstacle is that after performing the kernel trick we do not have access to the feature map f , which we would need to invert in order to map the kernel PCs in the feature space Rp back to the input space Rd"
"Unsupervised Learning
",Dimension Reduction,4,2,"The second ob- stacle is that even if f were explicitly known, the kernel PCs would possibly lie outside the image of f , i"
"Unsupervised Learning
",Dimension Reduction,4,2,e
"Unsupervised Learning
",Dimension Reduction,4,2,", f (Rd) := {f (x) : x ∈ Rd} ⊂ Rp, making inversion impossible"
"Unsupervised Learning
",Dimension Reduction,4,2,"An autoencoder (Bourlard and Kamp, 1988; Kramer, 1991) is another non-linear extension of PCA"
"Unsupervised Learning
",Dimension Reduction,4,2,"Unlike kernel PCA, it approaches dimensionality reduction from the point of view of reconstruction error minimisation"
"Unsupervised Learning
",Dimension Reduction,4,2,"Autoencoders, which are sometimes also called autoassociative neural networks (Bishop, 2006, Sect"
"Unsupervised Learning
",Dimension Reduction,4,2,12
"Unsupervised Learning
",Dimension Reduction,4,2,4
"Unsupervised Learning
",Dimension Reduction,4,2,"2), are in the purview of deep learning, so we will only give here a high-level overview"
"Unsupervised Learning
",Dimension Reduction,4,2,"Givensamplesx1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn ∈Rd,an auto encoder first maps the data into a lower-dimensional space Rq using a function E : Rd → Rq called the encoder"
"Unsupervised Learning
",Dimension Reduction,4,2,"(That is, the dimensionality q is supposed to be much lower than d"
"Unsupervised Learning
",Dimension Reduction,4,2,) Then the trans- formed data are mapped from Rq back into Rd using another function D : Rq → Rd called the decoder
"Unsupervised Learning
",Dimension Reduction,4,2,"The objective is that the output D(E(xi)) is as close as possible to the input xi for any i = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n"
"Unsupervised Learning
",Dimension Reduction,4,2,The encoder E = Eφ and decoder D = Dθ are set up as feedforward neural networks with their respective parameter vectors φ and θ
"Unsupervised Learning
",Dimension Reduction,4,2,The parameters in φ and θ (neural network weights and biases) are trained by minimising the reconstruction error using gradient descent (or minimising its mini-batch version using stochastic gradient descent)
"Unsupervised Learning
",Dimension Reduction,4,2,"If the decoder D is constrained to be linear and if the architecture of the encoder E covers all linear maps from Rd to Rq , then the autoencoder be- comes equivalent to classical PCA"
"Unsupervised Learning
",Dimension Reduction,4,2,"Canonical correlation analysis (CCA), developed by Hotelling (1936), is an exten- sion of principal component analysis which applies to two multivariate data sets with concurrent (but not necessarily equidimensional) samples"
"Unsupervised Learning
",Dimension Reduction,4,2,It aims to find projections of the two data sets that have maximal correlation
"Unsupervised Learning
",Dimension Reduction,4,2,Their sample cross-covariance matrix is defined as
"Unsupervised Learning
",Dimension Reduction,4,2,The orthogonality condition (4
"Unsupervised Learning
",Dimension Reduction,4,2,"1) will ensure that the sample correlation between the canonical variables uk,i , i = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n, and uj,i , i = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n, is zero for any j < k, and (4"
"Unsupervised Learning
",Dimension Reduction,4,2,"2) is an analogous requirement for vk,i, i = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n, and vj,i, i = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n"
"Unsupervised Learning
",Dimension Reduction,4,2,Since the constraints (4
"Unsupervised Learning
",Dimension Reduction,4,2,1) and (4
"Unsupervised Learning
",Dimension Reduction,4,2,"2) become stricter as k increases, it follows that"
"Unsupervised Learning
",Dimension Reduction,4,2,The constraints (4
"Unsupervised Learning
",Dimension Reduction,4,2,1) and (4
"Unsupervised Learning
",Dimension Reduction,4,2,"2) are the reason why we cannot find more than min{d,e} pairs of canonical variables"
"Unsupervised Learning
",Dimension Reduction,4,2,"We can find at most d orthog- onal components from x1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn ∈ Rd and at most d orthogonal components from y1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",yn ∈Re"
"Unsupervised Learning
",Dimension Reduction,4,2,We outline here the derivation of canonical variables
"Unsupervised Learning
",Dimension Reduction,4,2,"Like principal compo-nents, canonical variables could be solved using the Lagrange multiplier method,but we follow here a somewhat more direct approach, cf"
"Unsupervised Learning
",Dimension Reduction,4,2,Wikipedia (2023)
"Unsupervised Learning
",Dimension Reduction,4,2,"Tothis end, we first introduce the symmetric square roots Σ1/2 and Σ1/2 of the co- xyvariance matrices Σ and Σ and their (symmetric) inverses Σ−1/2 and Σ−1/2"
"Unsupervised Learning
",Dimension Reduction,4,2,2 We xy xycan then re-parameterise the problem using
"Unsupervised Learning
",Dimension Reduction,4,2,"Note that, thanks to the normalising denominator, the norms of a􏰣 and b􏰣 become immaterial, only the angles of the two vectors matter"
"Unsupervised Learning
",Dimension Reduction,4,2,"By the Cauchy–Schwarz inequality, where equality holds when the vectors Σ−1/2ΣT Σ−1/2a􏰣 and b􏰣 are linearly depen-dent (i"
"Unsupervised Learning
",Dimension Reduction,4,2,e
"Unsupervised Learning
",Dimension Reduction,4,2,", one is a scalar multiple of the other)"
"Unsupervised Learning
",Dimension Reduction,4,2,"Therefore, to maximise the left- hand side and ensure equality, we take"
"Unsupervised Learning
",Dimension Reduction,4,2,"Since the norm of the vector a􏰣1 does not affect ρ, we 􏰄􏰄can (and, in fact, we must) normalise it, i"
"Unsupervised Learning
",Dimension Reduction,4,2,e
"Unsupervised Learning
",Dimension Reduction,4,2,", 􏰄a􏰣1􏰄 = 1"
"Unsupervised Learning
",Dimension Reduction,4,2,"Like in principal com-ponent analysis, under this constraint the optimal a􏰣1 is then the eigenvector ofΣ−1/2Σ Σ−1ΣT Σ−1/2 corresponding to its largest eigenvalue"
"Unsupervised Learning
",Dimension Reduction,4,2,"Non-negative matrix factorisation (NMF) is an unsupervised learning technique that seeks to find approximate factorisation of a data matrix X ∈ Rd×n in terms of matrices W ∈ Rd×q and H ∈ Rq×n where≥0 ≥0≥0q ≤ max{d,n}, but ideally q much smaller than d and n"
"Unsupervised Learning
",Dimension Reduction,4,2,"The data matrix could be built froms amples x1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn ∈Rd"
"Unsupervised Learning
",Dimension Reduction,4,2,"For example, in a common application of NMF, X would be a (monochrome) image"
"Unsupervised Learning
",Dimension Reduction,4,2,"Then we can think of hi as a lower-dimensional de- scription of the sample xi for any i = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,",n, while W describes the linear map that aims to reconstruct xi from hi"
"Unsupervised Learning
",Dimension Reduction,4,2,"Thus, hi is analogous to the vector zi in the reconstruction error minimisation formulation of PCA, which contains the data on the principal components for the i -th sample"
"Unsupervised Learning
",Dimension Reduction,4,2,"As the name suggests, the non-negativity of the entries of W and H is key"
"Unsupervised Learning
",Dimension Reduction,4,2,"Preserving non-negativity is desirable in certain applications where the data are inherently non-negative, such as imaging"
"Unsupervised Learning
",Dimension Reduction,4,2,The non-negativity of W and H can also be helpful as far as interpretability is concerned
"Unsupervised Learning
",Dimension Reduction,4,2,"NMF provides an approximate decomposition of the data matrix X into additive components that cannot cancel each other, unlike principal components, which assume both positive and negative values"
"Unsupervised Learning
",Dimension Reduction,4,2,"To formalise NMF, we need to determine how well the approximation (6"
"Unsupervised Learning
",Dimension Reduction,4,2,1) holds
"Unsupervised Learning
",Dimension Reduction,4,2,"As discussed by Lee and Seung (2000), one could use either the squared Euclidean distance between matrices X and W H , given by or the quasi-likelihood function where the summand is the log-likelihood contribution of the observation Xi,j if it were Poisson-distributed with mean (W H )i , j"
"Unsupervised Learning
",Dimension Reduction,4,2,"Following Lee and Seung (1999), we adopt here the latter, L(W,H)"
"Unsupervised Learning
",Dimension Reduction,4,2,"Neither L(W,H) nor the Euclidean distance (6"
"Unsupervised Learning
",Dimension Reduction,4,2,3) can be optimised analytically with respect to W and H
"Unsupervised Learning
",Dimension Reduction,4,2,"To numerically maximise L(W,H) ,LeeandSeung (2000) develop an iterative algorithm where the following updates are performed alternatingly until convergence is achieved"
"Unsupervised Learning
",Dimension Reduction,4,2,"Moreover, initial values for W and H must be specified"
"Unsupervised Learning
",Dimension Reduction,4,2,"Packages that implement NMF generally offer various choices, covering both data-driven and randomised initialisers"
"Unsupervised Learning
",Dimension Reduction,4,2,"Neither L(W,H) nor the Euclidean distance (6"
"Unsupervised Learning
",Dimension Reduction,4,2,"3) are convex in W and H , which is why iterative algorithms may only converge to a local optimum"
"Unsupervised Learning
",Dimension Reduction,4,2,"Hence, the choice of (and experimentation with) initial values becomes important"
"Unsupervised Learning
",Dimension Reduction,4,2,"Moreover, the factorisation need not be unique even in the ideal case X = W H"
"Unsupervised Learning
",Dimension Reduction,4,2,"Independent component analysis (ICA) is a feature extraction technique motivated by the so-called cocktail-party problem,1 which can be described as follows"
"Unsupervised Learning
",Dimension Reduction,4,2,Suppose that two people are speaking simultaneously in an otherwise silent room
"Unsupervised Learning
",Dimension Reduction,4,2,Sound is then recorded through two microphones placed in different lo- cations in the room
"Unsupervised Learning
",Dimension Reduction,4,2,"Let us denote the two speakers’ speech signals by S1(t) and S2(t), respectively"
"Unsupervised Learning
",Dimension Reduction,4,2,"Ignoring acoustics (delay, reverberation) and possible imperfections in audio recording (distortion, noise etc), the signals X1(t) and X2(t) recorded through the two microphones can be expressed as linear mixtures with some weights a1,1, a1,2, a2,1, a2,2 ∈ R that depend on the locations of the speak- ers and microphones but are unknown"
"Unsupervised Learning
",Dimension Reduction,4,2,The problem is then about extracting the individual speech signals S1(t) and S2(t) from the recordings X1(t) and X2(t)
"Unsupervised Learning
",Dimension Reduction,4,2,The cocktail-party problem is generally not solvable unless further assumptions are made
"Unsupervised Learning
",Dimension Reduction,4,2,This is due to lack of identifiability — there may be infinitely many ways to express X1(t) and X2(t) in the form (6
"Unsupervised Learning
",Dimension Reduction,4,2,1)
"Unsupervised Learning
",Dimension Reduction,4,2,"To make the problem tractable, we introduce a probabilistic framework where S1(t) and S1(t) random variables"
"Unsupervised Learning
",Dimension Reduction,4,2,"For simplicity, we drop the time index t and simply write S1 and S2"
"Unsupervised Learning
",Dimension Reduction,4,2,"Then, the observed X1 and X2 are random variables satisfying in matrix form"
"Unsupervised Learning
",Dimension Reduction,4,2,The key assumption that makes the problem solvable and which ICA builds on is that the components S1 and S2 are mutually independent
"Unsupervised Learning
",Dimension Reduction,4,2,"Such an assumption is reasonable in the context of the cocktail-party problem, but also is not too restrictive in feature extraction in general"
"Unsupervised Learning
",Dimension Reduction,4,2,"Another key assumption behind ICA is that the independent components S1 and S2 are non-Gaussian, i"
"Unsupervised Learning
",Dimension Reduction,4,2,e
"Unsupervised Learning
",Dimension Reduction,4,2,", not normally distributed"
"Unsupervised Learning
",Dimension Reduction,4,2,"To see why this is necessary,2 suppose that S1 and S2 are standard normal and mutually independent"
"Unsupervised Learning
",Dimension Reduction,4,2,"Hence, the representation of X as a linear transformation of standard normal random variables is not unique"
"Unsupervised Learning
",Dimension Reduction,4,2,This would again amount to lack of identifiability and will be ruled out by assuming non-Gaussianity
"Unsupervised Learning
",Dimension Reduction,4,2,"It is not straightforward to pinpoint who invented ICA, as it has appeared in var- ious guises (and under different names) in the literature throughout the 1980s and 1990s (Comon, 1994)"
"Unsupervised Learning
",Dimension Reduction,4,2,Our formulation of ICA here follows Hastie et al
"Unsupervised Learning
",Dimension Reduction,4,2,"(2009, Sect"
"Unsupervised Learning
",Dimension Reduction,4,2,14
"Unsupervised Learning
",Dimension Reduction,4,2,7
"Unsupervised Learning
",Dimension Reduction,4,2,2) and Hyvärinen and Oja (2000)
"Unsupervised Learning
",Dimension Reduction,4,2,ICA builds on a probabilistic model where a d -dimensional random vector X satisfies for some matrix A ∈ Rd×d and a d-dimensional random vector S consisting of mutually independent components with zero mean and unit variance
"Unsupervised Learning
",Dimension Reduction,4,2,It is standard to assume that X has been whitened so t hat E[X]=0andE􏰂XXT􏰃=Id
"Unsupervised Learning
",Dimension Reduction,4,2,"In practice, this can be achieved by transforming the raw data to centred principal components and normalising them by their standard deviations"
"Unsupervised Learning
",Dimension Reduction,4,2,"The data x1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn ∈ Rd on which ICA is performed are thought of as realisations of the random vector X"
"Unsupervised Learning
",Dimension Reduction,4,2,"Note that,since E[X]=0=E[S]andE􏰂XXT􏰃=Id =E􏰂SST􏰃,the matrix A is necessarily orthogonal"
"Unsupervised Learning
",Dimension Reduction,4,2,"Hence, we look for an orthogonal matrix A such that has independent and non-Gaussian components"
"Unsupervised Learning
",Dimension Reduction,4,2,"To measure independence, entropy can be used"
"Unsupervised Learning
",Dimension Reduction,4,2,We recall that the differential entropy of a random variableY with probability density function (pdf) gY is
"Unsupervised Learning
",Dimension Reduction,4,2,"It is known that among all continuous distributions with fixed mean and variance, the corresponding normal distribution has the maximal entropy"
"Unsupervised Learning
",Dimension Reduction,4,2,"4 Using differential entropy, we can define the mutual information between the components Y1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",Yd of a random vector Y"
"Unsupervised Learning
",Dimension Reduction,4,2,It is possible to show using Jensen’s inequality that I (Y ) ≥ 0
"Unsupervised Learning
",Dimension Reduction,4,2,"Moreover, value zero is attained when the components of Y are mutually independent"
"Unsupervised Learning
",Dimension Reduction,4,2,"Thereby, we try to make Y1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",Yd not only as mutually independent as possible but also as non-Gaussian as possible"
"Unsupervised Learning
",Dimension Reduction,4,2,"Working with the differential entropies H(Y1),"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",H(Yd) in (6"
"Unsupervised Learning
",Dimension Reduction,4,2,"2) using sample data is awkward, however, since they require knowledge of the pdfs of Y1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",Yd, which in turn depend on the matrix A we are optimising over"
"Unsupervised Learning
",Dimension Reduction,4,2,"To make ICA feasible, it is standard to first replace each H (Yi ) with negentropy (a contraction of “negative entropy”)"
"Unsupervised Learning
",Dimension Reduction,4,2,"The negentropy J (Yi ) is another measure of how much Yi departs from Gaussianity  and since a normal distribution maximises entropy, we have J(Yi)≥0"
"Unsupervised Learning
",Dimension Reduction,4,2,"The negentropy J (Yi ) per se is not any more tractable than the original differential entropy H (Yi ), but it is amenable to approximation"
"Unsupervised Learning
",Dimension Reduction,4,2,"There are several different forms of function G that could be used, but Hyvärinen and Oja (2000) recommend G(x) := a1 logcosh(ax) with a ∈ [1,2]"
"Unsupervised Learning
",Dimension Reduction,4,2,"Finally, the expectation E[G(Yi )] in (6"
"Unsupervised Learning
",Dimension Reduction,4,2,3) is estimated using the corresponding sample mean and optimisation is then carried out using Newton’s method
"Unsupervised Learning
",Dimension Reduction,4,2,It is worthwhile to be aware of a few caveats of ICA which are not shared by PCA
"Unsupervised Learning
",Dimension Reduction,4,2,"Firstly, ICA is unable to recover the variances of the independent components"
"Unsupervised Learning
",Dimension Reduction,4,2,"Hence, it was of no loss of generality to assume at the outset that the variances are equal to unity"
"Unsupervised Learning
",Dimension Reduction,4,2,"Moreover, ICA is unable to recover the signs of the components, but this is also a limitation of PCA"
"Unsupervised Learning
",Dimension Reduction,4,2,"Secondly, the ordering of the independent components is arbitrary and conveys no information about their importance (unlike the ordering of principal components)"
"Unsupervised Learning
",Dimension Reduction,4,2,"Multidimensional scaling (MDS) in its simplest form is a dimensionality reduction method where we start with samples x1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn ∈ Rd in a high-dimensional space, which we seek to map to samples z1"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",zn ∈ Rq in a lower dimensional space, where q ≤ n, while preserving the geometry of the samples as much as possible"
"Unsupervised Learning
",Dimension Reduction,4,2,"The preservation of geometry can be measured through distances, or dissimilarities"
"Unsupervised Learning
",Dimension Reduction,4,2,"More broadly, MDS can also be applied when we only have access to the dissimilarities di,j , i, j = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n, or to the similarities si,j , i, j = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n, rather than the actual samples x1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",xn"
"Unsupervised Learning
",Dimension Reduction,4,2,"In this way MDS is fundamentally different from the dimensionality reduction methods we have studied previously, which all require the full coordinate data x 1 ,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,", x n"
"Unsupervised Learning
",Dimension Reduction,4,2,"Moreover, the distances di,j , i, j = 1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n, need not be Euclidean distances — they could as well be geodesic distances on a manifold, say (which is a point we will touch upon in Section 7"
"Unsupervised Learning
",Dimension Reduction,4,2,"2, below)"
"Unsupervised Learning
",Dimension Reduction,4,2,Different formulations of MDS mainly differ by whether they use dissimilar- ities or similarities and how they quantify (7
"Unsupervised Learning
",Dimension Reduction,4,2,1) or (7
"Unsupervised Learning
",Dimension Reduction,4,2,2)
"Unsupervised Learning
",Dimension Reduction,4,2,"Classical scaling, also known as Torgerson–Gower scaling (Torgerson, 1958), is based on similarities and seeks to minimise the objective function, known as strain"
"Unsupervised Learning
",Dimension Reduction,4,2,"The strength of this approach is that the minimisation problem can be solved analytically, resembling ordinary PCA"
"Unsupervised Learning
",Dimension Reduction,4,2,"Let S:=􏰔si,j􏰕ni,j=1 ∈Rn×n, and let λ1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",λn ≥ 0 and u 1 ,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,", u n ∈ Rn be the eigenvalues and eigenvectors, respectively, of S"
"Unsupervised Learning
",Dimension Reduction,4,2,"Least squares scaling, or Kruskal–Shephard scaling (Kruskal, 1964), uses dissimilarities instead and is found by minimising the objective function, known as stress"
"Unsupervised Learning
",Dimension Reduction,4,2,"Despite their superficial similarity, classical scaling and least squares scaling are not equivalent"
"Unsupervised Learning
",Dimension Reduction,4,2,"Least squares scaling is not analytically solvable, but a gradient descent algorithm can be used"
"Unsupervised Learning
",Dimension Reduction,4,2,"Sammon mapping (Sammon, 1969) is a modification of least squares scaling where weighting by the reciprocals of the dissimilarities is implemented, i"
"Unsupervised Learning
",Dimension Reduction,4,2,e
"Unsupervised Learning
",Dimension Reduction,4,2,", Dimensionality reduction is most effective in situations where we analyse mul- tivariate data in Rd that are confined (or approximately confined) to a lower di- mensional subset of Rd"
"Unsupervised Learning
",Dimension Reduction,4,2,"If this subset is a linear space, then linear methods such as ordinary PCA apply"
"Unsupervised Learning
",Dimension Reduction,4,2,"However, more generally the subset could be a (non- linear) manifold (for example a sphere in R3)"
"Unsupervised Learning
",Dimension Reduction,4,2,"In kernel PCA, we would try to find (at least implicitly) a feature map that (approximately) linearises the manifold"
"Unsupervised Learning
",Dimension Reduction,4,2,But an alternative approach to non-linear dimensionality reduction is to try to emphasise the preservation of the local geometry of the data
"Unsupervised Learning
",Dimension Reduction,4,2,The motivation for such an approach comes from the very definition of a manifold
"Unsupervised Learning
",Dimension Reduction,4,2,"We recall that, informally, a q -manifold M in Rd , with q ≤ d , is a subset of Rd such that forany x ∈ M , the neighbourhood of x on the manifold resembles a neighbourhood in Rq"
"Unsupervised Learning
",Dimension Reduction,4,2,"Thus, we seek a mapping of the data in Rd to a lower dimensional space such that the local linear structure or the distances between neighbouring samples are preserved as much as possible"
"Unsupervised Learning
",Dimension Reduction,4,2,Isometric feature mapping (ISOMAP) (Tenenbaum et al
"Unsupervised Learning
",Dimension Reduction,4,2,", 2000) approximates the distance between each pair samples along the manifold by the shortest path between them on a graph constructed from nearest neighbour relationships"
